Estado,dosis,descarga,Poblacion_INEGI,dosis_per_capita,Dia
Oaxaca,862247.0,2021-06-02 12:27:53,4122760,0.20914314682397228,2021-06-02
Puebla,1064628.0,2021-06-02 12:27:53,6577607,0.1618564319820263,2021-06-02
Querétaro,,2021-06-02 12:27:53,2361643,,2021-06-02
Quintana Roo,323397.0,2021-06-02 12:27:53,1836963,0.17604981700774594,2021-06-02
San Luis Potosí,761543.0,2021-06-02 12:27:53,2820313,0.2700207388328884,2021-06-02
Sinaloa,905866.0,2021-06-02 12:27:53,3024718,0.2994877538997024,2021-06-02
Sonora,741860.0,2021-06-02 12:27:53,2942115,0.2521519383164832,2021-06-02
Tabasco,561594.0,2021-06-02 12:27:53,2401722,0.23382972717075498,2021-06-02
Tamaulipas,961662.0,2021-06-02 12:27:53,3522081,0.2730380136061607,2021-06-02
Tlaxcala,313831.0,2021-06-02 12:27:53,1322052,0.23738173687570535,2021-06-02
Veracruz,1680917.0,2021-06-02 12:27:53,8059109,0.20857355323026405,2021-06-02
Yucatán,725472.0,2021-06-02 12:27:53,2317082,0.3130972490399563,2021-06-02
Zacatecas,437329.0,2021-06-02 12:27:53,1620280,0.269909521811045,2021-06-02
Aguascalientes,401501.0,2021-06-08 19:56:55,1424099,0.2819333487348843,2021-06-08
Baja California,877750.0,2021-06-08 19:56:55,3760801,0.23339442847414688,2021-06-08
Baja California Sur,228665.0,2021-06-08 19:56:55,794605,0.2877719118304063,2021-06-08
CDMX,4714855.0,2021-06-08 19:56:55,9200318,0.5124665256135712,2021-06-08
Campeche,269908.0,2021-06-08 19:56:55,924069,0.2920864134604667,2021-06-08
Chiapas,647216.0,2021-06-08 19:56:55,5515984,0.11733464056458467,2021-06-08
Chihuahua,1036994.0,2021-06-08 19:56:55,3734230,0.27769955251818984,2021-06-08
Coahuila,908968.0,2021-06-08 19:56:55,3140612,0.2894238447792978,2021-06-08
Colima,248409.0,2021-06-08 19:56:55,729435,0.34054987764502664,2021-06-08
Durango,540950.0,2021-06-08 19:56:55,1829475,0.2956859208242802,2021-06-08
Estado de México,4631804.0,2021-06-08 19:56:55,16984191,0.27271266556057927,2021-06-08
Guanajuato,1694773.0,2021-06-08 19:56:55,6154885,0.27535412928105074,2021-06-08
Guerrero,815425.0,2021-06-08 19:56:55,3526268,0.2312430592342953,2021-06-08
Hidalgo,910034.0,2021-06-08 19:56:55,3079635,0.2955006031558935,2021-06-08
Jalisco,1726218.0,2021-06-08 19:56:55,8297100,0.2080507647250244,2021-06-08
Michoacán,1022955.0,2021-06-08 19:56:55,4745316,0.21557152358241263,2021-06-08
Morelos,581356.0,2021-06-08 19:56:55,1970572,0.2950189082154826,2021-06-08
Nayarit,360404.0,2021-06-08 19:56:55,1234288,0.29199344075288747,2021-06-08
Nuevo León,1827768.0,2021-06-08 19:56:55,5766310,0.3169735931644327,2021-06-08
Oaxaca,894387.0,2021-06-08 19:56:55,4122760,0.21693889530314645,2021-06-08
Puebla,1142910.0,2021-06-08 19:56:55,6577607,0.17375772070298515,2021-06-08
Querétaro,,2021-06-08 19:56:55,2361643,,2021-06-08
Quintana Roo,396102.0,2021-06-08 19:56:55,1836963,0.21562873068210955,2021-06-08
San Luis Potosí,786487.0,2021-06-08 19:56:55,2820313,0.2788651472372038,2021-06-08
Sinaloa,1007334.0,2021-06-08 19:56:55,3024718,0.3330340216840049,2021-06-08
Sonora,813714.0,2021-06-08 19:56:55,2942115,0.2765745050754304,2021-06-08
Tabasco,707830.0,2021-06-08 19:56:55,2401722,0.29471770671210074,2021-06-08
Tamaulipas,1014308.0,2021-06-08 19:56:55,3522081,0.2879854267973962,2021-06-08
Tlaxcala,346707.0,2021-06-08 19:56:55,1322052,0.2622491399733142,2021-06-08
Veracruz,1801498.0,2021-06-08 19:56:55,8059109,0.22353562906271648,2021-06-08
Yucatán,868583.0,2021-06-08 19:56:55,2317082,0.37486070842551106,2021-06-08
Zacatecas,544532.0,2021-06-08 19:56:55,1620280,0.3360727775446219,2021-06-08
Aguascalientes,445347.0,2021-06-14 21:47:44,1424099,0.3127219385730908,2021-06-14
Baja California,1065144.0,2021-06-14 21:47:44,3760801,0.28322264326136903,2021-06-14
Baja California Sur,261079.0,2021-06-14 21:47:44,794605,0.3285645068933621,2021-06-14
CDMX,5007816.0,2021-06-14 21:47:44,9200318,0.5443090119276311,2021-06-14
Campeche,292403.0,2021-06-14 21:47:44,924069,0.31642983370289446,2021-06-14
Chiapas,732841.0,2021-06-14 21:47:44,5515984,0.13285770952200007,2021-06-14
Chihuahua,1137580.0,2021-06-14 21:47:44,3734230,0.304635761589404,2021-06-14
Coahuila,987372.0,2021-06-14 21:47:44,3140612,0.3143884058266351,2021-06-14
Colima,256810.0,2021-06-14 21:47:44,729435,0.3520670107686086,2021-06-14
Durango,565099.0,2021-06-14 21:47:44,1829475,0.30888588256193716,2021-06-14
Estado de México,5180460.0,2021-06-14 21:47:44,16984191,0.3050165886617738,2021-06-14
Guanajuato,1767903.0,2021-06-14 21:47:44,6154885,0.2872357485152038,2021-06-14
Guerrero,857891.0,2021-06-14 21:47:44,3526268,0.24328581945558306,2021-06-14
Hidalgo,967654.0,2021-06-14 21:47:44,3079635,0.3142106126213009,2021-06-14
Jalisco,1947473.0,2021-06-14 21:47:44,8297100,0.23471731086765255,2021-06-14
Michoacán,1117327.0,2021-06-14 21:47:44,4745316,0.23545892412644384,2021-06-14
Morelos,617639.0,2021-06-14 21:47:44,1970572,0.31343132856855777,2021-06-14
Nayarit,386955.0,2021-06-14 21:47:44,1234288,0.31350462776920784,2021-06-14
Nuevo León,1950194.0,2021-06-14 21:47:44,5766310,0.3382048485079713,2021-06-14
Oaxaca,944918.0,2021-06-14 21:47:44,4122760,0.2291954903996352,2021-06-14
Puebla,1252766.0,2021-06-14 21:47:44,6577607,0.19045923540278403,2021-06-14
Querétaro,,2021-06-14 21:47:44,2361643,,2021-06-14
Quintana Roo,489921.0,2021-06-14 21:47:44,1836963,0.26670161565584066,2021-06-14
San Luis Potosí,823784.0,2021-06-14 21:47:44,2820313,0.29208956594534013,2021-06-14
Sinaloa,1080557.0,2021-06-14 21:47:44,3024718,0.357242228862327,2021-06-14
Sonora,899394.0,2021-06-14 21:47:44,2942115,0.3056964122748431,2021-06-14
Tabasco,838561.0,2021-06-14 21:47:44,2401722,0.3491499016122599,2021-06-14
Tamaulipas,1146888.0,2021-06-14 21:47:44,3522081,0.32562794552425117,2021-06-14
Tlaxcala,364299.0,2021-06-14 21:47:44,1322052,0.27555572700619946,2021-06-14
Veracruz,1932673.0,2021-06-14 21:47:44,8059109,0.23981224227144712,2021-06-14
Yucatán,996637.0,2021-06-14 21:47:44,2317082,0.4301259083623281,2021-06-14
Zacatecas,579648.0,2021-06-14 21:47:44,1620280,0.3577455748389167,2021-06-14
Aguascalientes,494384.0,2021-06-23 23:20:04,1424099,0.3471556401626572,2021-06-23
Baja California,1871559.0,2021-06-23 23:20:04,3760801,0.49764903806396565,2021-06-23
Baja California Sur,298986.0,2021-06-23 23:20:04,794605,0.3762699706143304,2021-06-23
CDMX,5131547.0,2021-06-23 23:20:04,9200318,0.5577575688144693,2021-06-23
Campeche,324534.0,2021-06-23 23:20:04,924069,0.35120104667508595,2021-06-23
Chiapas,790397.0,2021-06-23 23:20:04,5515984,0.14329211252244387,2021-06-23
Chihuahua,1213451.0,2021-06-23 23:20:04,3734230,0.32495347099669813,2021-06-23
Coahuila,1113121.0,2021-06-23 23:20:04,3140612,0.3544280541499555,2021-06-23
Colima,269591.0,2021-06-23 23:20:04,729435,0.3695887913247925,2021-06-23
Durango,587670.0,2021-06-23 23:20:04,1829475,0.32122330176690034,2021-06-23
Estado de México,5328590.0,2021-06-23 23:20:04,16984191,0.3137382286857231,2021-06-23
Guanajuato,1901367.0,2021-06-23 23:20:04,6154885,0.3089199879445351,2021-06-23
Guerrero,914118.0,2021-06-23 23:20:04,3526268,0.25923100569780855,2021-06-23
Hidalgo,981557.0,2021-06-23 23:20:04,3079635,0.31872510865735715,2021-06-23
Jalisco,2164087.0,2021-06-23 23:20:04,8297100,0.2608245049475118,2021-06-23
Michoacán,1215727.0,2021-06-23 23:20:04,4745316,0.2561951617131504,2021-06-23
Morelos,700952.0,2021-06-23 23:20:04,1970572,0.355709915699604,2021-06-23
Nayarit,437672.0,2021-06-23 23:20:04,1234288,0.3545947137134931,2021-06-23
Nuevo León,2169783.0,2021-06-23 23:20:04,5766310,0.37628622117090477,2021-06-23
Oaxaca,1026449.0,2021-06-23 23:20:04,4122760,0.24897132018356635,2021-06-23
Puebla,1345902.0,2021-06-23 23:20:04,6577607,0.20461879221425056,2021-06-23
Querétaro,,2021-06-23 23:20:04,2361643,,2021-06-23
Quintana Roo,548816.0,2021-06-23 23:20:04,1836963,0.2987626860203499,2021-06-23
San Luis Potosí,854565.0,2021-06-23 23:20:04,2820313,0.30300360279160504,2021-06-23
Sinaloa,1150890.0,2021-06-23 23:20:04,3024718,0.3804949750687502,2021-06-23
Sonora,927697.0,2021-06-23 23:20:04,2942115,0.3153163625487107,2021-06-23
Tabasco,880375.0,2021-06-23 23:20:04,2401722,0.36655990993129095,2021-06-23
Tamaulipas,1308061.0,2021-06-23 23:20:04,3522081,0.37138867618319965,2021-06-23
Tlaxcala,365733.0,2021-06-23 23:20:04,1322052,0.27664040446215427,2021-06-23
Veracruz,2083068.0,2021-06-23 23:20:04,8059109,0.2584737345034048,2021-06-23
Yucatán,1049838.0,2021-06-23 23:20:04,2317082,0.4530862524502801,2021-06-23
Zacatecas,615438.0,2021-06-23 23:20:04,1620280,0.3798343496185844,2021-06-23
Aguascalientes,592376.0,2021-07-05 20:54:36,1424099,0.4159654630752497,2021-07-05
Baja California,2430450.0,2021-07-05 20:54:36,3760801,0.6462586028880549,2021-07-05
Baja California Sur,395224.0,2021-07-05 20:54:36,794605,0.4973842349343384,2021-07-05
CDMX,5810244.0,2021-07-05 20:54:36,9200318,0.6315264320211541,2021-07-05
Campeche,330066.0,2021-07-05 20:54:36,924069,0.3571876126133438,2021-07-05
Chiapas,898146.0,2021-07-05 20:54:36,5515984,0.16282607056148096,2021-07-05
Chihuahua,1430964.0,2021-07-05 20:54:36,3734230,0.3832018916885141,2021-07-05
Coahuila,1260393.0,2021-07-05 20:54:36,3140612,0.40132082536779456,2021-07-05
Colima,288429.0,2021-07-05 20:54:36,729435,0.3954142589812663,2021-07-05
Durango,638654.0,2021-07-05 20:54:36,1829475,0.3490914060044548,2021-07-05
Estado de México,6030796.0,2021-07-05 20:54:36,16984191,0.35508291210337894,2021-07-05
Guanajuato,2249763.0,2021-07-05 20:54:36,6154885,0.36552478234767993,2021-07-05
Guerrero,991672.0,2021-07-05 20:54:36,3526268,0.2812242291283589,2021-07-05
Hidalgo,1139922.0,2021-07-05 20:54:36,3079635,0.3701484104447443,2021-07-05
Jalisco,2437811.0,2021-07-05 20:54:36,8297100,0.29381482686721866,2021-07-05
Michoacán,1288295.0,2021-07-05 20:54:36,4745316,0.27148771546510286,2021-07-05
Morelos,764542.0,2021-07-05 20:54:36,1970572,0.38797973380318,2021-07-05
Nayarit,458169.0,2021-07-05 20:54:36,1234288,0.3712010487017617,2021-07-05
Nuevo León,2368116.0,2021-07-05 20:54:36,5766310,0.4106813542802936,2021-07-05
Oaxaca,1132374.0,2021-07-05 20:54:36,4122760,0.2746640599986417,2021-07-05
Puebla,1531172.0,2021-07-05 20:54:36,6577607,0.23278557080105272,2021-07-05
Querétaro,,2021-07-05 20:54:36,2361643,,2021-07-05
Quintana Roo,673842.0,2021-07-05 20:54:36,1836963,0.3668239371179496,2021-07-05
San Luis Potosí,1033751.0,2021-07-05 20:54:36,2820313,0.3665376857107704,2021-07-05
Sinaloa,1396339.0,2021-07-05 20:54:36,3024718,0.46164270520425377,2021-07-05
Sonora,1099623.0,2021-07-05 20:54:36,2942115,0.37375255555952097,2021-07-05
Tabasco,912322.0,2021-07-05 20:54:36,2401722,0.37986161595721735,2021-07-05
Tamaulipas,1431882.0,2021-07-05 20:54:36,3522081,0.40654431286503634,2021-07-05
Tlaxcala,381738.0,2021-07-05 20:54:36,1322052,0.28874658485445354,2021-07-05
Veracruz,2347668.0,2021-07-05 20:54:36,8059109,0.2913061481114103,2021-07-05
Yucatán,1275597.0,2021-07-05 20:54:36,2317082,0.5505187127602735,2021-07-05
Zacatecas,693754.0,2021-07-05 20:54:36,1620280,0.4281692053225368,2021-07-05
Aguascalientes,623608.0,2021-07-16 19:31:09,1424099,0.4378965226434398,2021-07-16
Baja California,2616423.0,2021-07-16 19:31:09,3760801,0.6957089726364144,2021-07-16
Baja California Sur,445816.0,2021-07-16 19:31:09,794605,0.5610536052504075,2021-07-16
CDMX,6909665.0,2021-07-16 19:31:09,9200318,0.7510245841502435,2021-07-16
Campeche,331139.0,2021-07-16 19:31:09,924069,0.3583487813139495,2021-07-16
Chiapas,960264.0,2021-07-16 19:31:09,5515984,0.17408752454684423,2021-07-16
Chihuahua,2093615.0,2021-07-16 19:31:09,3734230,0.5606550748079256,2021-07-16
Coahuila,1393147.0,2021-07-16 19:31:09,3140612,0.4435909306848474,2021-07-16
Colima,312025.0,2021-07-16 19:31:09,729435,0.4277625833693201,2021-07-16
Durango,673391.0,2021-07-16 19:31:09,1829475,0.3680788204266251,2021-07-16
Estado de México,6702643.0,2021-07-16 19:31:09,16984191,0.39464010973498825,2021-07-16
Guanajuato,2512913.0,2021-07-16 19:31:09,6154885,0.4082794398270642,2021-07-16
Guerrero,1071323.0,2021-07-16 19:31:09,3526268,0.3038121322599417,2021-07-16
Hidalgo,1300147.0,2021-07-16 19:31:09,3079635,0.42217567991011923,2021-07-16
Jalisco,2839232.0,2021-07-16 19:31:09,8297100,0.34219570693374796,2021-07-16
Michoacán,1525782.0,2021-07-16 19:31:09,4745316,0.3215343298528486,2021-07-16
Morelos,839186.0,2021-07-16 19:31:09,1970572,0.4258590906599708,2021-07-16
Nayarit,511215.0,2021-07-16 19:31:09,1234288,0.414178052448051,2021-07-16
Nuevo León,2526951.0,2021-07-16 19:31:09,5766310,0.43822669957043586,2021-07-16
Oaxaca,1219749.0,2021-07-16 19:31:09,4122760,0.29585738679913454,2021-07-16
Puebla,1557676.0,2021-07-16 19:31:09,6577607,0.23681499974078718,2021-07-16
Querétaro,,2021-07-16 19:31:09,2361643,,2021-07-16
Quintana Roo,770521.0,2021-07-16 19:31:09,1836963,0.4194537396779358,2021-07-16
San Luis Potosí,1123273.0,2021-07-16 19:31:09,2820313,0.3982795526595807,2021-07-16
Sinaloa,1695828.0,2021-07-16 19:31:09,3024718,0.5606565636862676,2021-07-16
Sonora,1329549.0,2021-07-16 19:31:09,2942115,0.4519024579256759,2021-07-16
Tabasco,961453.0,2021-07-16 19:31:09,2401722,0.40031818836651367,2021-07-16
Tamaulipas,1563868.0,2021-07-16 19:31:09,3522081,0.4440181812967958,2021-07-16
Tlaxcala,473129.0,2021-07-16 19:31:09,1322052,0.3578747280742361,2021-07-16
Veracruz,2759512.0,2021-07-16 19:31:09,8059109,0.3424090678014158,2021-07-16
Yucatán,1404789.0,2021-07-16 19:31:09,2317082,0.6062750476677131,2021-07-16
Zacatecas,731565.0,2021-07-16 19:31:09,1620280,0.4515052953810452,2021-07-16
Aguascalientes,672046.0,2021-07-23 21:07:09,1424099,0.47190960740791194,2021-07-23
Baja California,2619957.0,2021-07-23 21:07:09,3760801,0.6966486660687444,2021-07-23
Baja California Sur,495096.0,2021-07-23 21:07:09,794605,0.6230718407258953,2021-07-23
CDMX,7141549.0,2021-07-23 21:07:09,9200318,0.7762284955802614,2021-07-23
Campeche,339468.0,2021-07-23 21:07:09,924069,0.36736217749973216,2021-07-23
Chiapas,1084785.0,2021-07-23 21:07:09,5515984,0.19666210054271369,2021-07-23
Chihuahua,2330506.0,2021-07-23 21:07:09,3734230,0.6240927848579225,2021-07-23
Coahuila,1422268.0,2021-07-23 21:07:09,3140612,0.4528633272750661,2021-07-23
Colima,340099.0,2021-07-23 21:07:09,729435,0.4662499057489701,2021-07-23
Durango,673625.0,2021-07-23 21:07:09,1829475,0.36820672597329834,2021-07-23
Estado de México,6954905.0,2021-07-23 21:07:09,16984191,0.40949286309839544,2021-07-23
Guanajuato,2589607.0,2021-07-23 21:07:09,6154885,0.4207401113099595,2021-07-23
Guerrero,1100838.0,2021-07-23 21:07:09,3526268,0.31218217106584073,2021-07-23
Hidalgo,1341619.0,2021-07-23 21:07:09,3079635,0.43564221084641525,2021-07-23
Jalisco,2951668.0,2021-07-23 21:07:09,8297100,0.3557469477287245,2021-07-23
Michoacán,1615778.0,2021-07-23 21:07:09,4745316,0.34049955787981245,2021-07-23
Morelos,862767.0,2021-07-23 21:07:09,1970572,0.4378256668622106,2021-07-23
Nayarit,517765.0,2021-07-23 21:07:09,1234288,0.41948475558378595,2021-07-23
Nuevo León,2557127.0,2021-07-23 21:07:09,5766310,0.4434598556095666,2021-07-23
Oaxaca,1250683.0,2021-07-23 21:07:09,4122760,0.30336061279337145,2021-07-23
Puebla,1579490.0,2021-07-23 21:07:09,6577607,0.24013140341160547,2021-07-23
Querétaro,966324.0,2021-07-23 21:07:09,2361643,0.4091744603227499,2021-07-23
Quintana Roo,779936.0,2021-07-23 21:07:09,1836963,0.4245790470466743,2021-07-23
San Luis Potosí,1143918.0,2021-07-23 21:07:09,2820313,0.40559966216515686,2021-07-23
Sinaloa,1732466.0,2021-07-23 21:07:09,3024718,0.5727694284227488,2021-07-23
Sonora,1389838.0,2021-07-23 21:07:09,2942115,0.47239417901747555,2021-07-23
Tabasco,964660.0,2021-07-23 21:07:09,2401722,0.40165348029455533,2021-07-23
